,Region,Org Code,Modality,Month,MedianWaitDays,Year,Date
1832,Y60,RNA,Magnetic Resonance Imaging,May,34,2023,2023-05
1837,Y60,RL1,Computerized Axial Tomography,May,22,2023,2023-05
1840,Y60,RL1,Magnetic Resonance Imaging,May,22,2023,2023-05
1842,Y60,RRJ,Computerized Axial Tomography,May,17.5,2023,2023-05
1845,Y60,RRJ,Magnetic Resonance Imaging,May,30,2023,2023-05
1848,Y60,RRJ,Positron Emission Tomography,May,28,2023,2023-05
1850,Y60,RL4,Computerized Axial Tomography,May,2,2023,2023-05
1853,Y60,RL4,Magnetic Resonance Imaging,May,16,2023,2023-05
1865,Y60,RWD,Computerized Axial Tomography,May,0,2023,2023-05
1868,Y60,RWD,Magnetic Resonance Imaging,May,17,2023,2023-05
1871,Y60,RWD,Positron Emission Tomography,May,11,2023,2023-05
1873,Y60,RRK,Computerized Axial Tomography,May,1,2023,2023-05
1876,Y60,RRK,Magnetic Resonance Imaging,May,21,2023,2023-05
1879,Y60,RRK,Positron Emission Tomography,May,8,2023,2023-05
1881,Y60,RKB,Computerized Axial Tomography,May,2,2023,2023-05
1884,Y60,RKB,Magnetic Resonance Imaging,May,37,2023,2023-05
1887,Y60,RKB,Positron Emission Tomography,May,11,2023,2023-05
1889,Y60,RTG,Computerized Axial Tomography,May,1,2023,2023-05
1892,Y60,RTG,Magnetic Resonance Imaging,May,11,2023,2023-05
1895,Y60,RTG,Positron Emission Tomography,May,0,2023,2023-05
1897,Y60,RWE,Computerized Axial Tomography,May,2,2023,2023-05
1900,Y60,RWE,Magnetic Resonance Imaging,May,31,2023,2023-05
1903,Y60,RWE,Positron Emission Tomography,May,6,2023,2023-05
1905,Y60,RJE,Computerized Axial Tomography,May,1,2023,2023-05
1908,Y60,RJE,Magnetic Resonance Imaging,May,34,2023,2023-05
1913,Y60,RBK,Computerized Axial Tomography,May,1,2023,2023-05
1916,Y60,RBK,Magnetic Resonance Imaging,May,14,2023,2023-05
1919,Y60,RWP,Computerized Axial Tomography,May,1,2023,2023-05
1922,Y60,RWP,Magnetic Resonance Imaging,May,17,2023,2023-05
1925,Y60,RLQ,Computerized Axial Tomography,May,1,2023,2023-05
1928,Y60,RLQ,Magnetic Resonance Imaging,May,26,2023,2023-05
1932,Y61,NT9,Magnetic Resonance Imaging,May,2,2023,2023-05
1934,Y61,NT9,Positron Emission Tomography,May,9,2023,2023-05
1935,Y61,RC9,Computerized Axial Tomography,May,1,2023,2023-05
1938,Y61,RC9,Magnetic Resonance Imaging,May,19,2023,2023-05
1942,Y61,RGT,Computerized Axial Tomography,May,0,2023,2023-05
1945,Y61,RGT,Magnetic Resonance Imaging,May,21,2023,2023-05
1948,Y61,RGT,Positron Emission Tomography,May,7,2023,2023-05
1951,Y61,NT4,Magnetic Resonance Imaging,May,29,2023,2023-05
1953,Y61,RWH,Computerized Axial Tomography,May,1,2023,2023-05
1956,Y61,RWH,Magnetic Resonance Imaging,May,14,2023,2023-05
1959,Y61,RDE,Computerized Axial Tomography,May,1,2023,2023-05
1962,Y61,RDE,Magnetic Resonance Imaging,May,11,2023,2023-05
1965,Y61,RDE,Positron Emission Tomography,May,6,2023,2023-05
1968,Y61,NYR,Magnetic Resonance Imaging,May,48,2023,2023-05
1970,Y61,NV1,Magnetic Resonance Imaging,May,5,2023,2023-05
1972,Y61,RGP,Computerized Axial Tomography,May,0,2023,2023-05
1975,Y61,RGP,Magnetic Resonance Imaging,May,12,2023,2023-05
1978,Y61,RAJ,Computerized Axial Tomography,May,1,2023,2023-05
1981,Y61,RAJ,Magnetic Resonance Imaging,May,10,2023,2023-05
1984,Y61,RAJ,Positron Emission Tomography,May,7,2023,2023-05
1986,Y61,RD8,Computerized Axial Tomography,May,1,2023,2023-05
1989,Y61,RD8,Magnetic Resonance Imaging,May,27,2023,2023-05
1991,Y61,RM1,Computerized Axial Tomography,May,2,2023,2023-05
1994,Y61,RM1,Magnetic Resonance Imaging,May,20,2023,2023-05
1997,Y61,RM1,Positron Emission Tomography,May,22,2023,2023-05
1999,Y61,RGN,Computerized Axial Tomography,May,2,2023,2023-05
2002,Y61,RGN,Magnetic Resonance Imaging,May,15,2023,2023-05
2006,Y61,RGN,Positron Emission Tomography,May,11.5,2023,2023-05
2013,Y61,NVC,Computerized Axial Tomography,May,13,2023,2023-05
2016,Y61,NVC,Magnetic Resonance Imaging,May,33,2023,2023-05
2018,Y61,RGM,Computerized Axial Tomography,May,25,2023,2023-05
2021,Y61,RGM,Magnetic Resonance Imaging,May,56,2023,2023-05
2024,Y61,RGM,Positron Emission Tomography,May,0,2023,2023-05
2025,Y61,NT3,Computerized Axial Tomography,May,7,2023,2023-05
2028,Y61,NT3,Magnetic Resonance Imaging,May,18,2023,2023-05
2030,Y61,RQW,Computerized Axial Tomography,May,1,2023,2023-05
2033,Y61,RQW,Magnetic Resonance Imaging,May,30,2023,2023-05
2038,Y61,RCX,Computerized Axial Tomography,May,0,2023,2023-05
2041,Y61,RCX,Magnetic Resonance Imaging,May,32,2023,2023-05
2044,Y61,RCX,Positron Emission Tomography,May,19,2023,2023-05
2045,Y61,RWG,Computerized Axial Tomography,May,0,2023,2023-05
2048,Y61,RWG,Magnetic Resonance Imaging,May,20,2023,2023-05
2052,Y61,RGR,Computerized Axial Tomography,May,1,2023,2023-05
2055,Y61,RGR,Magnetic Resonance Imaging,May,14,2023,2023-05
2065,Y62,NT9,Computerized Axial Tomography,May,6,2023,2023-05
2066,Y62,NT9,Magnetic Resonance Imaging,May,6,2023,2023-05
2067,Y62,NT9,Positron Emission Tomography,May,6,2023,2023-05
2068,Y62,RXL,Computerized Axial Tomography,May,1,2023,2023-05
2071,Y62,RXL,Magnetic Resonance Imaging,May,14,2023,2023-05
2075,Y62,RMC,Computerized Axial Tomography,May,0,2023,2023-05
2078,Y62,RMC,Magnetic Resonance Imaging,May,4,2023,2023-05
2083,Y62,NT4,Computerized Axial Tomography,May,9,2023,2023-05
2086,Y62,NT4,Magnetic Resonance Imaging,May,13,2023,2023-05
2089,Y62,RJR,Computerized Axial Tomography,May,0,2023,2023-05
2092,Y62,RJR,Magnetic Resonance Imaging,May,8,2023,2023-05
2096,Y62,RJR,Positron Emission Tomography,May,6,2023,2023-05
2098,Y62,RJN,Computerized Axial Tomography,May,1,2023,2023-05
2101,Y62,RJN,Magnetic Resonance Imaging,May,43.5,2023,2023-05
2105,Y62,RXR,Computerized Axial Tomography,May,4,2023,2023-05
2108,Y62,RXR,Magnetic Resonance Imaging,May,18,2023,2023-05
2115,Y62,NV1,Computerized Axial Tomography,May,55.5,2023,2023-05
2117,Y62,NV1,Magnetic Resonance Imaging,May,50,2023,2023-05
2119,Y62,RXN,Computerized Axial Tomography,May,1,2023,2023-05
2122,Y62,RXN,Magnetic Resonance Imaging,May,11,2023,2023-05
2125,Y62,RXN,Positron Emission Tomography,May,7,2023,2023-05
2127,Y62,RBQ,Computerized Axial Tomography,May,31,2023,2023-05
2130,Y62,RBQ,Magnetic Resonance Imaging,May,47,2023,2023-05
2132,Y62,REM,Computerized Axial Tomography,May,1,2023,2023-05
2135,Y62,REM,Magnetic Resonance Imaging,May,11,2023,2023-05
2139,Y62,REM,Positron Emission Tomography,May,7,2023,2023-05
2141,Y62,REP,Computerized Axial Tomography,May,0.5,2023,2023-05
2144,Y62,REP,Magnetic Resonance Imaging,May,4,2023,2023-05
2146,Y62,R0A,Computerized Axial Tomography,May,1,2023,2023-05
2149,Y62,R0A,Magnetic Resonance Imaging,May,24,2023,2023-05
2152,Y62,R0A,Positron Emission Tomography,May,23.5,2023,2023-05
2154,Y62,RBN,Computerized Axial Tomography,May,1,2023,2023-05
2157,Y62,RBN,Magnetic Resonance Imaging,May,11,2023,2023-05
2161,Y62,RBN,Positron Emission Tomography,May,4,2023,2023-05
2163,Y62,RBT,Computerized Axial Tomography,May,3,2023,2023-05
2166,Y62,RBT,Magnetic Resonance Imaging,May,29,2023,2023-05
2168,Y62,RM3,Computerized Axial Tomography,May,1,2023,2023-05
2171,Y62,RM3,Magnetic Resonance Imaging,May,22,2023,2023-05
2182,Y62,NVC,Computerized Axial Tomography,May,17,2023,2023-05
2185,Y62,NVC,Magnetic Resonance Imaging,May,20,2023,2023-05
2187,Y62,RVY,Computerized Axial Tomography,May,2,2023,2023-05
2190,Y62,RVY,Magnetic Resonance Imaging,May,14,2023,2023-05
2192,Y62,NT3,Computerized Axial Tomography,May,15,2023,2023-05
2195,Y62,NT3,Magnetic Resonance Imaging,May,13,2023,2023-05
2197,Y62,RWJ,Computerized Axial Tomography,May,0,2023,2023-05
2200,Y62,RWJ,Magnetic Resonance Imaging,May,6,2023,2023-05
2211,Y62,RBV,Computerized Axial Tomography,May,41,2023,2023-05
2214,Y62,RBV,Magnetic Resonance Imaging,May,36,2023,2023-05
2218,Y62,RBV,Positron Emission Tomography,May,11,2023,2023-05
2220,Y62,REN,Computerized Axial Tomography,May,38,2023,2023-05
2223,Y62,REN,Magnetic Resonance Imaging,May,37,2023,2023-05
2226,Y62,REN,Positron Emission Tomography,May,13,2023,2023-05
2228,Y62,RET,Computerized Axial Tomography,May,0,2023,2023-05
2231,Y62,RET,Magnetic Resonance Imaging,May,37,2023,2023-05
2233,Y62,RTX,Computerized Axial Tomography,May,15,2023,2023-05
2236,Y62,RTX,Magnetic Resonance Imaging,May,19,2023,2023-05
2241,Y62,RWW,Computerized Axial Tomography,May,1,2023,2023-05
2244,Y62,RWW,Magnetic Resonance Imaging,May,29,2023,2023-05
2250,Y62,RBL,Computerized Axial Tomography,May,2,2023,2023-05
2253,Y62,RBL,Magnetic Resonance Imaging,May,14,2023,2023-05
2256,Y62,RBL,Positron Emission Tomography,May,3,2023,2023-05
2258,Y62,RRF,Computerized Axial Tomography,May,2,2023,2023-05
2261,Y62,RRF,Magnetic Resonance Imaging,May,20,2023,2023-05
2265,Y63,RCF,Computerized Axial Tomography,May,5,2023,2023-05
2268,Y63,RCF,Magnetic Resonance Imaging,May,24,2023,2023-05
2270,Y63,NT9,Computerized Axial Tomography,May,6,2023,2023-05
2272,Y63,NT9,Positron Emission Tomography,May,6,2023,2023-05
2273,Y63,RFF,Computerized Axial Tomography,May,1,2023,2023-05
2276,Y63,RFF,Magnetic Resonance Imaging,May,7,2023,2023-05
2280,Y63,RAE,Computerized Axial Tomography,May,6,2023,2023-05
2283,Y63,RAE,Magnetic Resonance Imaging,May,23,2023,2023-05
2286,Y63,RAE,Positron Emission Tomography,May,12,2023,2023-05
2288,Y63,RWY,Computerized Axial Tomography,May,0,2023,2023-05
2291,Y63,RWY,Magnetic Resonance Imaging,May,16,2023,2023-05
2296,Y63,NT4,Computerized Axial Tomography,May,5,2023,2023-05
2299,Y63,NT4,Magnetic Resonance Imaging,May,21,2023,2023-05
2301,Y63,RXP,Computerized Axial Tomography,May,21,2023,2023-05
2304,Y63,RXP,Magnetic Resonance Imaging,May,41,2023,2023-05
2308,Y63,RP5,Computerized Axial Tomography,May,0,2023,2023-05
2311,Y63,RP5,Magnetic Resonance Imaging,May,26,2023,2023-05
2314,Y63,RR7,Computerized Axial Tomography,May,1,2023,2023-05
2317,Y63,RR7,Magnetic Resonance Imaging,May,7,2023,2023-05
2320,Y63,RR7,Positron Emission Tomography,May,9.5,2023,2023-05
2322,Y63,RCD,Computerized Axial Tomography,May,1,2023,2023-05
2325,Y63,RCD,Magnetic Resonance Imaging,May,12,2023,2023-05
2328,Y63,RCD,Positron Emission Tomography,May,0,2023,2023-05
2333,Y63,RWA,Computerized Axial Tomography,May,0,2023,2023-05
2336,Y63,RWA,Magnetic Resonance Imaging,May,17,2023,2023-05
2342,Y63,RR8,Computerized Axial Tomography,May,1,2023,2023-05
2345,Y63,RR8,Magnetic Resonance Imaging,May,27,2023,2023-05
2348,Y63,RR8,Positron Emission Tomography,May,6,2023,2023-05
2350,Y63,RXF,Computerized Axial Tomography,May,3,2023,2023-05
2353,Y63,RXF,Magnetic Resonance Imaging,May,6,2023,2023-05
2365,Y63,RVW,Computerized Axial Tomography,May,2,2023,2023-05
2368,Y63,RVW,Magnetic Resonance Imaging,May,32,2023,2023-05
2371,Y63,RVW,Positron Emission Tomography,May,6,2023,2023-05
2373,Y63,RJL,Computerized Axial Tomography,May,2,2023,2023-05
2376,Y63,RJL,Magnetic Resonance Imaging,May,48.5,2023,2023-05
2380,Y63,RTF,Computerized Axial Tomography,May,3,2023,2023-05
2383,Y63,RTF,Magnetic Resonance Imaging,May,21,2023,2023-05
2385,Y63,NT2,Computerized Axial Tomography,May,19,2023,2023-05
2388,Y63,NT2,Magnetic Resonance Imaging,May,14,2023,2023-05
2390,Y63,NVC,Computerized Axial Tomography,May,36,2023,2023-05
2393,Y63,NVC,Magnetic Resonance Imaging,May,28,2023,2023-05
2395,Y63,RCU,Computerized Axial Tomography,May,15,2023,2023-05
2398,Y63,RCU,Magnetic Resonance Imaging,May,36,2023,2023-05
2403,Y63,RHQ,Computerized Axial Tomography,May,1,2023,2023-05
2406,Y63,RHQ,Magnetic Resonance Imaging,May,24,2023,2023-05
2409,Y63,RHQ,Positron Emission Tomography,May,6,2023,2023-05
2411,Y63,RTR,Computerized Axial Tomography,May,1,2023,2023-05
2414,Y63,RTR,Magnetic Resonance Imaging,May,39,2023,2023-05
2417,Y63,RTR,Positron Emission Tomography,May,6,2023,2023-05
2419,Y63,R0B,Computerized Axial Tomography,May,1,2023,2023-05
2422,Y63,R0B,Magnetic Resonance Imaging,May,31,2023,2023-05
2425,Y63,R0B,Positron Emission Tomography,May,15,2023,2023-05
2427,Y63,NT3,Computerized Axial Tomography,May,7,2023,2023-05
2430,Y63,NT3,Magnetic Resonance Imaging,May,18,2023,2023-05
2432,Y63,RTD,Computerized Axial Tomography,May,4,2023,2023-05
2435,Y63,RTD,Magnetic Resonance Imaging,May,45,2023,2023-05
2439,Y63,RFR,Computerized Axial Tomography,May,0,2023,2023-05
2442,Y63,RFR,Magnetic Resonance Imaging,May,9,2023,2023-05
2446,Y63,NN4,Computerized Axial Tomography,May,20,2023,2023-05
2449,Y63,NN4,Magnetic Resonance Imaging,May,30,2023,2023-05
2452,Y63,RCB,Computerized Axial Tomography,May,0,2023,2023-05
2455,Y63,RCB,Magnetic Resonance Imaging,May,11,2023,2023-05
2458,Y63,RCB,Positron Emission Tomography,May,6,2023,2023-05
2460,Y56,NT9,Computerized Axial Tomography,Jun,8,2023,2023-06
2462,Y56,NT9,Magnetic Resonance Imaging,Jun,8,2023,2023-06
2464,Y56,NT9,Positron Emission Tomography,Jun,8,2023,2023-06
2465,Y56,RF4,Computerized Axial Tomography,Jun,0,2023,2023-06
2468,Y56,RF4,Magnetic Resonance Imaging,Jun,25,2023,2023-06
2472,Y56,R1H,Computerized Axial Tomography,Jun,0,2023,2023-06
2475,Y56,R1H,Magnetic Resonance Imaging,Jun,30,2023,2023-06
2478,Y56,R1H,Positron Emission Tomography,Jun,19,2023,2023-06
2480,Y56,RQM,Computerized Axial Tomography,Jun,0,2023,2023-06
2483,Y56,RQM,Magnetic Resonance Imaging,Jun,0,2023,2023-06
2486,Y56,RQM,Positron Emission Tomography,Jun,0,2023,2023-06
2488,Y56,NT4,Computerized Axial Tomography,Jun,5,2023,2023-06
2491,Y56,NT4,Magnetic Resonance Imaging,Jun,12,2023,2023-06
2494,Y56,RJ6,Computerized Axial Tomography,Jun,0,2023,2023-06
2497,Y56,RJ6,Magnetic Resonance Imaging,Jun,0,2023,2023-06
2499,Y56,RVR,Computerized Axial Tomography,Jun,0,2023,2023-06
2502,Y56,RVR,Magnetic Resonance Imaging,Jun,13,2023,2023-06
2506,Y56,RP4,Computerized Axial Tomography,Jun,10,2023,2023-06
2509,Y56,RP4,Magnetic Resonance Imaging,Jun,42,2023,2023-06
2513,Y56,RJ1,Computerized Axial Tomography,Jun,0,2023,2023-06
2516,Y56,RJ1,Magnetic Resonance Imaging,Jun,31,2023,2023-06
2519,Y56,RJ1,Positron Emission Tomography,Jun,0,2023,2023-06
2522,Y56,NYR,Magnetic Resonance Imaging,Jun,37,2023,2023-06
2524,Y56,RQX,Computerized Axial Tomography,Jun,0,2023,2023-06
2527,Y56,RQX,Magnetic Resonance Imaging,Jun,26,2023,2023-06
2531,Y56,RYJ,Computerized Axial Tomography,Jun,0,2023,2023-06
2534,Y56,RYJ,Magnetic Resonance Imaging,Jun,22,2023,2023-06
2537,Y56,RYJ,Positron Emission Tomography,Jun,21,2023,2023-06
2540,Y56,NV1,Magnetic Resonance Imaging,Jun,21,2023,2023-06
2542,Y56,RJZ,Computerized Axial Tomography,Jun,0,2023,2023-06
2545,Y56,RJZ,Magnetic Resonance Imaging,Jun,18,2023,2023-06
2548,Y56,RJZ,Positron Emission Tomography,Jun,9,2023,2023-06
2550,Y56,RAX,Computerized Axial Tomography,Jun,1,2023,2023-06
2553,Y56,RAX,Magnetic Resonance Imaging,Jun,12,2023,2023-06
2557,Y56,RJ2,Computerized Axial Tomography,Jun,1,2023,2023-06
2560,Y56,RJ2,Magnetic Resonance Imaging,Jun,24,2023,2023-06
2565,Y56,R1K,Computerized Axial Tomography,Jun,0,2023,2023-06
2568,Y56,R1K,Magnetic Resonance Imaging,Jun,22,2023,2023-06
2572,Y56,RP6,Computerized Axial Tomography,Jun,0,2023,2023-06
2575,Y56,RP6,Magnetic Resonance Imaging,Jun,30,2023,2023-06
2578,Y56,RAP,Computerized Axial Tomography,Jun,0,2023,2023-06
2581,Y56,RAP,Magnetic Resonance Imaging,Jun,3,2023,2023-06
2593,Y56,NVC,Magnetic Resonance Imaging,Jun,37,2023,2023-06
2595,Y56,RAL,Computerized Axial Tomography,Jun,1,2023,2023-06
2598,Y56,RAL,Magnetic Resonance Imaging,Jun,17,2023,2023-06
2601,Y56,RAL,Positron Emission Tomography,Jun,29,2023,2023-06
2603,Y56,RAN,Computerized Axial Tomography,Jun,18,2023,2023-06
2606,Y56,RAN,Magnetic Resonance Imaging,Jun,48,2023,2023-06
2610,Y56,RV5,Magnetic Resonance Imaging,Jun,29,2023,2023-06
2611,Y56,NT3,Computerized Axial Tomography,Jun,1,2023,2023-06
2614,Y56,NT3,Magnetic Resonance Imaging,Jun,1,2023,2023-06
2616,Y56,RJ7,Computerized Axial Tomography,Jun,0,2023,2023-06
2619,Y56,RJ7,Magnetic Resonance Imaging,Jun,22,2023,2023-06
2622,Y56,RJ7,Positron Emission Tomography,Jun,7,2023,2023-06
2624,Y56,RAS,Computerized Axial Tomography,Jun,0,2023,2023-06
2627,Y56,RAS,Magnetic Resonance Imaging,Jun,12,2023,2023-06
2631,Y56,RPY,Computerized Axial Tomography,Jun,0,2023,2023-06
2634,Y56,RPY,Magnetic Resonance Imaging,Jun,0,2023,2023-06
2637,Y56,RPY,Positron Emission Tomography,Jun,0,2023,2023-06
2639,Y56,RRV,Computerized Axial Tomography,Jun,1,2023,2023-06
2642,Y56,RRV,Magnetic Resonance Imaging,Jun,34,2023,2023-06
2645,Y56,RRV,Positron Emission Tomography,Jun,22,2023,2023-06
2655,Y58,NT9,Computerized Axial Tomography,Jun,3,2023,2023-06
2657,Y58,NT9,Magnetic Resonance Imaging,Jun,31,2023,2023-06
2659,Y58,NT9,Positron Emission Tomography,Jun,8,2023,2023-06
2660,Y58,NT4,Computerized Axial Tomography,Jun,6,2023,2023-06
2663,Y58,NT4,Magnetic Resonance Imaging,Jun,18,2023,2023-06
2665,Y58,AC7,Computerized Axial Tomography,Jun,7,2023,2023-06
2666,Y58,AC7,Magnetic Resonance Imaging,Jun,7,2023,2023-06
2668,Y58,AC7,Positron Emission Tomography,Jun,2,2023,2023-06
2669,Y58,RBD,Computerized Axial Tomography,Jun,1,2023,2023-06
2672,Y58,RBD,Magnetic Resonance Imaging,Jun,10,2023,2023-06
2674,Y58,RBD,Positron Emission Tomography,Jun,0,2023,2023-06
2677,Y58,RTE,Computerized Axial Tomography,Jun,0,2023,2023-06
2680,Y58,RTE,Magnetic Resonance Imaging,Jun,7,2023,2023-06
2683,Y58,RTE,Positron Emission Tomography,Jun,7,2023,2023-06
2685,Y58,RN3,Computerized Axial Tomography,Jun,1,2023,2023-06
2688,Y58,RN3,Magnetic Resonance Imaging,Jun,12,2023,2023-06
2695,Y58,RVJ,Computerized Axial Tomography,Jun,1,2023,2023-06
2698,Y58,RVJ,Magnetic Resonance Imaging,Jun,26,2023,2023-06
2702,Y58,NT2,Computerized Axial Tomography,Jun,6,2023,2023-06
2705,Y58,NT2,Magnetic Resonance Imaging,Jun,15,2023,2023-06
2708,Y58,NTP,Magnetic Resonance Imaging,Jun,26,2023,2023-06
2710,Y58,NVC,Computerized Axial Tomography,Jun,12,2023,2023-06
2713,Y58,NVC,Magnetic Resonance Imaging,Jun,16,2023,2023-06
2715,Y58,REF,Computerized Axial Tomography,Jun,5,2023,2023-06
2718,Y58,REF,Magnetic Resonance Imaging,Jun,35,2023,2023-06
2722,Y58,RH8,Computerized Axial Tomography,Jun,2,2023,2023-06
2725,Y58,RH8,Magnetic Resonance Imaging,Jun,21,2023,2023-06
2728,Y58,RH8,Positron Emission Tomography,Jun,7,2023,2023-06
2730,Y58,RD1,Computerized Axial Tomography,Jun,3,2023,2023-06
2733,Y58,RD1,Magnetic Resonance Imaging,Jun,18,2023,2023-06
2736,Y58,RD1,Positron Emission Tomography,Jun,8,2023,2023-06
2738,Y58,RNZ,Computerized Axial Tomography,Jun,1,2023,2023-06
2741,Y58,RNZ,Magnetic Resonance Imaging,Jun,11,2023,2023-06
2745,Y58,RH5,Computerized Axial Tomography,Jun,0,2023,2023-06
2748,Y58,RH5,Magnetic Resonance Imaging,Jun,11,2023,2023-06
2751,Y58,RH5,Positron Emission Tomography,Jun,6,2023,2023-06
2752,Y58,NT3,Computerized Axial Tomography,Jun,0,2023,2023-06
2755,Y58,NT3,Magnetic Resonance Imaging,Jun,32,2023,2023-06
2757,Y58,RA9,Computerized Axial Tomography,Jun,0,2023,2023-06
2760,Y58,RA9,Magnetic Resonance Imaging,Jun,16,2023,2023-06
2763,Y58,RA9,Positron Emission Tomography,Jun,10.5,2023,2023-06
2765,Y58,RA7,Computerized Axial Tomography,Jun,1,2023,2023-06
2768,Y58,RA7,Magnetic Resonance Imaging,Jun,37,2023,2023-06
2771,Y58,RA7,Positron Emission Tomography,Jun,13,2023,2023-06
2773,Y58,R0D,Computerized Axial Tomography,Jun,0,2023,2023-06
2776,Y58,R0D,Magnetic Resonance Imaging,Jun,22,2023,2023-06
2779,Y58,R0D,Positron Emission Tomography,Jun,15,2023,2023-06
2781,Y58,RK9,Computerized Axial Tomography,Jun,0,2023,2023-06
2784,Y58,RK9,Magnetic Resonance Imaging,Jun,10,2023,2023-06
2787,Y58,RK9,Positron Emission Tomography,Jun,8,2023,2023-06
2789,Y59,NT9,Computerized Axial Tomography,Jun,2,2023,2023-06
2790,Y59,NT9,Magnetic Resonance Imaging,Jun,23,2023,2023-06
2792,Y59,NT9,Positron Emission Tomography,Jun,10,2023,2023-06
2793,Y59,RTK,Computerized Axial Tomography,Jun,0,2023,2023-06
2796,Y59,RTK,Magnetic Resonance Imaging,Jun,30,2023,2023-06
2805,Y59,NT4,Computerized Axial Tomography,Jun,5,2023,2023-06
2808,Y59,NT4,Magnetic Resonance Imaging,Jun,8,2023,2023-06
2813,Y59,RN7,Computerized Axial Tomography,Jun,1,2023,2023-06
2816,Y59,RN7,Magnetic Resonance Imaging,Jun,19,2023,2023-06
2819,Y59,RN7,Positron Emission Tomography,Jun,6,2023,2023-06
2821,Y59,RVV,Computerized Axial Tomography,Jun,1,2023,2023-06
2824,Y59,RVV,Magnetic Resonance Imaging,Jun,30,2023,2023-06
2827,Y59,RVV,Positron Emission Tomography,Jun,10,2023,2023-06
2829,Y59,RXC,Computerized Axial Tomography,Jun,1,2023,2023-06
2832,Y59,RXC,Magnetic Resonance Imaging,Jun,20,2023,2023-06
2838,Y59,RDU,Computerized Axial Tomography,Jun,0,2023,2023-06
2841,Y59,RDU,Magnetic Resonance Imaging,Jun,17,2023,2023-06
2845,Y59,RN5,Computerized Axial Tomography,Jun,0,2023,2023-06
2848,Y59,RN5,Magnetic Resonance Imaging,Jun,16,2023,2023-06
2851,Y59,RN5,Positron Emission Tomography,Jun,0,2023,2023-06
2857,Y59,NV1,Computerized Axial Tomography,Jun,23,2023,2023-06
2859,Y59,NV1,Magnetic Resonance Imaging,Jun,13,2023,2023-06
2860,Y59,R1F,Computerized Axial Tomography,Jun,0,2023,2023-06
2863,Y59,R1F,Magnetic Resonance Imaging,Jun,9,2023,2023-06
2866,Y59,RWF,Computerized Axial Tomography,Jun,0,2023,2023-06
2869,Y59,RWF,Magnetic Resonance Imaging,Jun,9,2023,2023-06
2872,Y59,RWF,Positron Emission Tomography,Jun,0,2023,2023-06
2874,Y59,RPA,Computerized Axial Tomography,Jun,1,2023,2023-06
2877,Y59,RPA,Magnetic Resonance Imaging,Jun,20,2023,2023-06
2880,Y59,AVQ,Magnetic Resonance Imaging,Jun,38,2023,2023-06
2881,Y59,RTH,Computerized Axial Tomography,Jun,1,2023,2023-06
2884,Y59,RTH,Magnetic Resonance Imaging,Jun,32,2023,2023-06
2887,Y59,RTH,Positron Emission Tomography,Jun,22,2023,2023-06
2889,Y59,RHU,Computerized Axial Tomography,Jun,2,2023,2023-06
2892,Y59,RHU,Magnetic Resonance Imaging,Jun,17,2023,2023-06
2895,Y59,RHU,Positron Emission Tomography,Jun,6,2023,2023-06
2897,Y59,NTP,Computerized Axial Tomography,Jun,3,2023,2023-06
2900,Y59,NTP,Magnetic Resonance Imaging,Jun,53,2023,2023-06
2902,Y59,RPC,Computerized Axial Tomography,Jun,16,2023,2023-06
2905,Y59,RPC,Magnetic Resonance Imaging,Jun,34,2023,2023-06
2908,Y59,RPC,Positron Emission Tomography,Jun,17.5,2023,2023-06
2910,Y59,NVC,Computerized Axial Tomography,Jun,14,2023,2023-06
2913,Y59,NVC,Magnetic Resonance Imaging,Jun,10,2023,2023-06
2915,Y59,RHW,Computerized Axial Tomography,Jun,1,2023,2023-06
2918,Y59,RHW,Magnetic Resonance Imaging,Jun,27,2023,2023-06
2922,Y59,RA2,Computerized Axial Tomography,Jun,1,2023,2023-06
2925,Y59,RA2,Magnetic Resonance Imaging,Jun,15,2023,2023-06
2931,Y59,RW1,Computerized Axial Tomography,Jun,17,2023,2023-06
2934,Y59,RW1,Magnetic Resonance Imaging,Jun,34,2023,2023-06
2936,Y59,NT3,Computerized Axial Tomography,Jun,1,2023,2023-06
2939,Y59,NT3,Magnetic Resonance Imaging,Jun,29,2023,2023-06
2941,Y59,RTP,Computerized Axial Tomography,Jun,0,2023,2023-06
2944,Y59,RTP,Magnetic Resonance Imaging,Jun,7,2023,2023-06
2950,Y59,RHM,Computerized Axial Tomography,Jun,1,2023,2023-06
2953,Y59,RHM,Magnetic Resonance Imaging,Jun,14,2023,2023-06
2956,Y59,RHM,Positron Emission Tomography,Jun,7,2023,2023-06
2958,Y59,RYR,Computerized Axial Tomography,Jun,0,2023,2023-06
2961,Y59,RYR,Magnetic Resonance Imaging,Jun,14,2023,2023-06
2964,Y59,RYR,Positron Emission Tomography,Jun,17,2023,2023-06
2966,Y60,NT9,Computerized Axial Tomography,Jun,15,2023,2023-06
2967,Y60,NT9,Magnetic Resonance Imaging,Jun,23,2023,2023-06
2968,Y60,NT9,Positron Emission Tomography,Jun,8,2023,2023-06
2969,Y60,RQ3,Computerized Axial Tomography,Jun,1,2023,2023-06
2972,Y60,RQ3,Magnetic Resonance Imaging,Jun,64,2023,2023-06
2977,Y60,RFS,Computerized Axial Tomography,Jun,0,2023,2023-06
2980,Y60,RFS,Magnetic Resonance Imaging,Jun,11,2023,2023-06
2984,Y60,NT4,Computerized Axial Tomography,Jun,7,2023,2023-06
