,Region,Org Code,Provider name,Modality,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Year
624,Y60,NVC,Ramsay Healthcare UK Operations Limited,Computerized Axial Tomography,6,2,1,1,1,1.5,1,3,3,6,5.5,8,2
625,Y60,NVC,Ramsay Healthcare UK Operations Limited,Diagnostic Ultrasonography,7,2,13,6,5,4,6,6,11,26,5,5,6
626,Y60,NVC,Ramsay Healthcare UK Operations Limited,Fluoroscopy,1,*,0,1,1,1,1,1,1,1,2,1,1
627,Y60,NVC,Ramsay Healthcare UK Operations Limited,Magnetic Resonance Imaging,5,6,7,3,3,2,3,3,5,17,7,3,4
628,Y60,NVC,Ramsay Healthcare UK Operations Limited,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Y60,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Y60,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Diagnostic Ultrasonography,1,1,1,1,1,1,1,1,1,1,1,1,1
631,Y60,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Y60,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Magnetic Resonance Imaging,1,1,2,3,3,3,2,3,3,4,3,4,3
633,Y60,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Nuclear Medicine Procedure,8,7,7,8,8,8,8,9,7,11,10,7,8
634,Y60,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Y60,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Positron Emission Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Y60,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Single Photon Emission Computerized Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Y60,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Y60,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,6,6,7,11,11,14,12,9,11,11,10,12,10
639,Y60,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Y60,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,4,4,7,16,24,15.5,18,21,23,23,16,15,17
641,Y60,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,3,6,5,23,9.5,10,27,18,15,0,0,0,9
642,Y60,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Y60,RJC,South Warwickshire NHS Foundation Trust,Computerized Axial Tomography,1,2,2,2,2,1,1,3,4,2,4,3,2
644,Y60,RJC,South Warwickshire NHS Foundation Trust,Diagnostic Ultrasonography,15,11,10,12,14,14,12,15,16,20,15,17,14
645,Y60,RJC,South Warwickshire NHS Foundation Trust,Fluoroscopy,2,2,10,8,2,2,2,6,10,20,9,14,6
646,Y60,RJC,South Warwickshire NHS Foundation Trust,Magnetic Resonance Imaging,22,21,14,13,22,26.5,16,30,34,37,24,24,23
647,Y60,RJC,South Warwickshire NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Y60,NT3,Spire Healthcare,Computerized Axial Tomography,1,*,5,14,6.5,14,9,9,7,7,7,13,9
649,Y60,NT3,Spire Healthcare,Diagnostic Ultrasonography,6,98.5,14,7,11,14,14,15,15,15,17,16,14
650,Y60,NT3,Spire Healthcare,Fluoroscopy,0,.,*,0.5,1,3,3,3,4.5,1,1,1.5,1
651,Y60,NT3,Spire Healthcare,Magnetic Resonance Imaging,1,7,11,10.5,18,17,20,16,13,9.5,10,10,14
652,Y60,NT3,Spire Healthcare,Plain Radiography,1,0,2,3,1,0,0,1,1,0,0,1,0
653,Y60,RNA,The Dudley Group NHS Foundation Trust,Computerized Axial Tomography,0,0,1,1,1,1,1,1,1,1,1,1,1
654,Y60,RNA,The Dudley Group NHS Foundation Trust,Diagnostic Ultrasonography,14,14,16,14,15,19,19,19,14,19,19,20,16
655,Y60,RNA,The Dudley Group NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,1,0,0,1,1,1,0
656,Y60,RNA,The Dudley Group NHS Foundation Trust,Magnetic Resonance Imaging,9,9,17,25,29,22,18,19,19,25,26,25,21
657,Y60,RNA,The Dudley Group NHS Foundation Trust,Nuclear Medicine Procedure,3,4,13,17,20,15,16,20,17,17,14.5,17,15
658,Y60,RNA,The Dudley Group NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Y60,RNA,The Dudley Group NHS Foundation Trust,Positron Emission Tomography,.,.,.,.,.,.,.,.,0,.,.,.,0
660,Y60,RNA,The Dudley Group NHS Foundation Trust,Single Photon Emission Computerized Tomography,*,0,12,23.5,23,20,20,25,23,50,21,35,20
661,Y60,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Computerized Axial Tomography,0,3,4,6,16.5,19,15,19,27,26,17,20.5,15
662,Y60,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Diagnostic Ultrasonography,3,2,7,12,28,40,28,25,20,14,12,16,18
663,Y60,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,1,1,1,1,1,1,1,1
664,Y60,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Magnetic Resonance Imaging,5,5,12,15,154,90,36,30,32,44,36,37,34
665,Y60,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Plain Radiography,0,0,0,0,0,1,6,8,9,7,8,9,5
666,Y60,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Computerized Axial Tomography,7,6,35,16,15,17,20,18,21,23,28,17,18
667,Y60,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Diagnostic Ultrasonography,8,3.5,103,58,26,34,33,37,36,45,49,59.5,36
668,Y60,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Fluoroscopy,0,0,104,27,20,*,31,35,38.5,6.5,*,28,27
669,Y60,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Magnetic Resonance Imaging,26,7.5,103,20,17,25,31,40,44,47,49,36,33
670,Y60,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Nuclear Medicine Procedure,*,52,99,116,33,32,27,25,33,34,.,*,38
671,Y60,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Plain Radiography,0,0,5,6,0,1,2,5,1,2,5,2,1
672,Y60,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Positron Emission Tomography,.,.,*,*,9,.,.,.,.,*,.,.,14
673,Y60,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Single Photon Emission Computerized Tomography,*,*,108,126,60,.,*,.,*,*,.,51,86
674,Y60,RL4,The Royal Wolverhampton NHS Trust,Computerized Axial Tomography,0,0,1,1,1,1,1,1,1,1,1,1,1
675,Y60,RL4,The Royal Wolverhampton NHS Trust,Diagnostic Ultrasonography,1,2,7,12,18,18,21,21,23,42,35,27,18
676,Y60,RL4,The Royal Wolverhampton NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
677,Y60,RL4,The Royal Wolverhampton NHS Trust,Magnetic Resonance Imaging,2,9,26,21,19,15,14,15,17,16,11,16,16
678,Y60,RL4,The Royal Wolverhampton NHS Trust,Nuclear Medicine Procedure,5,7,17.5,22.5,21,23,15,17,19,25,26,20,19
679,Y60,RL4,The Royal Wolverhampton NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Y60,RL4,The Royal Wolverhampton NHS Trust,Single Photon Emission Computerized Tomography,5,6,6,10,8,6,5.5,7,11,11,7,6,7
681,Y60,RXW,The Shrewsbury and Telford Hospital NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,5,0,0,0,0,0
682,Y60,RXW,The Shrewsbury and Telford Hospital NHS Trust,Diagnostic Ultrasonography,1,2,3,6,7,7,8,11,10,8,10,11,7
683,Y60,RXW,The Shrewsbury and Telford Hospital NHS Trust,Fluoroscopy,8,6,19,13,16,15,19,25,13.5,25,38,30.5,17
684,Y60,RXW,The Shrewsbury and Telford Hospital NHS Trust,Magnetic Resonance Imaging,6,7,7,12,20,18,23,69,34,23,18,14,19
685,Y60,RXW,The Shrewsbury and Telford Hospital NHS Trust,Nuclear Medicine Procedure,7,7,7,8,9,8,8,8,7,8,8,7,8
686,Y60,RXW,The Shrewsbury and Telford Hospital NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
687,Y60,RXW,The Shrewsbury and Telford Hospital NHS Trust,Positron Emission Tomography,.,.,*,.,.,.,.,.,.,.,.,.,*
688,Y60,RXW,The Shrewsbury and Telford Hospital NHS Trust,Single Photon Emission Computerized Tomography,*,75,116,106,63,47,47,49.5,46,55,63.5,62,55
689,Y60,RWD,United Lincolnshire Hospitals NHS Trust,Computerized Axial Tomography,0,8.5,1,1,1,1,2,2,2,1,1,1,1
690,Y60,RWD,United Lincolnshire Hospitals NHS Trust,Diagnostic Ultrasonography,0,0,1,1,1,1,1,1,1,1,1,1,1
691,Y60,RWD,United Lincolnshire Hospitals NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Y60,RWD,United Lincolnshire Hospitals NHS Trust,Magnetic Resonance Imaging,6,15,8,9,9,12,12,15,17,17,13,13,12
693,Y60,RWD,United Lincolnshire Hospitals NHS Trust,Nuclear Medicine Procedure,6,70,39,27,26,35,35,38.5,28.5,40,22,27,29
694,Y60,RWD,United Lincolnshire Hospitals NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
695,Y60,RWD,United Lincolnshire Hospitals NHS Trust,Positron Emission Tomography,8,12,8,8,9,10.5,9,8,8,9,8,8,8
696,Y60,RWD,United Lincolnshire Hospitals NHS Trust,Single Photon Emission Computerized Tomography,.,.,113,179,48,47,*,55,63.5,57.5,102,114,71
697,Y60,RRK,University Hospitals Birmingham NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,1,1,1,1,1,1,1,1,1
698,Y60,RRK,University Hospitals Birmingham NHS Foundation Trust,Diagnostic Ultrasonography,1,1,2,2,2,4,7,8,4,7,4,5,3
699,Y60,RRK,University Hospitals Birmingham NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
700,Y60,RRK,University Hospitals Birmingham NHS Foundation Trust,Magnetic Resonance Imaging,12,11,13,18,25,19,16,19,17,21,19,16,17
701,Y60,RRK,University Hospitals Birmingham NHS Foundation Trust,Nuclear Medicine Procedure,10,8,29,22,21,21,22,21,21,33,23,19.5,21
702,Y60,RRK,University Hospitals Birmingham NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Y60,RRK,University Hospitals Birmingham NHS Foundation Trust,Positron Emission Tomography,10,10,8,13,10,13,12,13,14,15,13,14,13
704,Y60,RRK,University Hospitals Birmingham NHS Foundation Trust,Single Photon Emission Computerized Tomography,14,13,12,26,13,17,20,15,21,27,18,15,18
705,Y60,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Computerized Axial Tomography,1,1,1,1,1,1,1,1,1,1,1,1,1
706,Y60,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Diagnostic Ultrasonography,2,4,12,12,17,22,21,7,11,14,12,13,11
707,Y60,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Fluoroscopy,4,2,3,5,4.5,4,5,6.5,3,3,8,4,4
708,Y60,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Magnetic Resonance Imaging,30,43,17,19,24,24,25,23,21,23,18,17,21
709,Y60,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Nuclear Medicine Procedure,12,11,10,11,13,12,12,14,14,13,9,13,12
710,Y60,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Y60,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Positron Emission Tomography,6,7,5,6,6,6,5,6,6,7,6,6.5,6
712,Y60,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Single Photon Emission Computerized Tomography,13.5,8,9,12,15.5,12,14.5,15,14,31,22,18,15
713,Y60,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,1,1,1,1,1,1,1,1
714,Y60,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Diagnostic Ultrasonography,7,7,7,7,9,11,10,10,9,13,13,13,9
715,Y60,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Fluoroscopy,0,0,0,1,1,1,0,0,0,0,0,0,0
716,Y60,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Magnetic Resonance Imaging,3,3,11,7,6,7,8,9,8,11,9,8,8
717,Y60,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Nuclear Medicine Procedure,18,9,27,27,23,28,23.5,23,20,35,21,36,25
718,Y60,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Y60,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Positron Emission Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Y60,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Single Photon Emission Computerized Tomography,1,1,1,1,2,1,1,1,2,2,1,1,1
721,Y60,RWE,University Hospitals of Leicester NHS Trust,Computerized Axial Tomography,0,0,0,1,1,1,1,1,1,1,1,1,1
722,Y60,RWE,University Hospitals of Leicester NHS Trust,Diagnostic Ultrasonography,1,6,13,19,22,25,23,23,22,13,22,18,15
723,Y60,RWE,University Hospitals of Leicester NHS Trust,Fluoroscopy,0,0,1,2,2,2,1,1,1,4,2,2,1
724,Y60,RWE,University Hospitals of Leicester NHS Trust,Magnetic Resonance Imaging,21,24,46,33,34,40,39,44,42,47,47,41,39
725,Y60,RWE,University Hospitals of Leicester NHS Trust,Nuclear Medicine Procedure,13,18.5,20,18,20,19,22,21,16.5,26,20,14,19
726,Y60,RWE,University Hospitals of Leicester NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
727,Y60,RWE,University Hospitals of Leicester NHS Trust,Positron Emission Tomography,7,7,8,7,7,9.5,9,7,8,8,8,8,8
728,Y60,RWE,University Hospitals of Leicester NHS Trust,Single Photon Emission Computerized Tomography,10,11,12,17,12.5,17,13,11.5,14,22,9,9,12
729,Y60,RJE,University Hospitals of North Midlands NHS Trust,Computerized Axial Tomography,0,0,0,1,1,1,1,1,1,1,1,1,1
730,Y60,RJE,University Hospitals of North Midlands NHS Trust,Diagnostic Ultrasonography,3,2,2,7,11,21,15.5,14,13,14,7,7,10
731,Y60,RJE,University Hospitals of North Midlands NHS Trust,Fluoroscopy,2,1,3,5,4,5,3,4,3.5,4,5,3,3
732,Y60,RJE,University Hospitals of North Midlands NHS Trust,Magnetic Resonance Imaging,1,5,17,37,50,52,39,30,27,23,22,24,28
733,Y60,RJE,University Hospitals of North Midlands NHS Trust,Nuclear Medicine Procedure,3,4,14,19.5,19,14,13,14,13,12,13,14,14
734,Y60,RJE,University Hospitals of North Midlands NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Y60,RJE,University Hospitals of North Midlands NHS Trust,Positron Emission Tomography,.,.,*,.,.,.,.,.,.,.,.,.,*
736,Y60,RJE,University Hospitals of North Midlands NHS Trust,Single Photon Emission Computerized Tomography,.,.,116.5,91,23.5,23,22,19.5,14,29,30,33,29
737,Y60,RBK,Walsall Healthcare NHS Trust,Computerized Axial Tomography,1,1,1,1,1,1,1,1,1,1,1,1,1
738,Y60,RBK,Walsall Healthcare NHS Trust,Diagnostic Ultrasonography,15,12,14,14,14,15,14,14,14,14,14,14,14
739,Y60,RBK,Walsall Healthcare NHS Trust,Fluoroscopy,0,0,1,5,8,9,13,13,8,6.5,12,8,7
740,Y60,RBK,Walsall Healthcare NHS Trust,Magnetic Resonance Imaging,19,9,20,21,25,22,20,16,19,22,20,19,20
741,Y60,RBK,Walsall Healthcare NHS Trust,Nuclear Medicine Procedure,14,16,14,13,14,13,14,14,15.5,19,17,12,14
742,Y60,RBK,Walsall Healthcare NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
743,Y60,RBK,Walsall Healthcare NHS Trust,Single Photon Emission Computerized Tomography,*,.,.,.,.,.,.,.,.,.,.,.,*
744,Y60,RWP,Worcestershire Acute Hospitals NHS Trust,Computerized Axial Tomography,0,0,1,1,1,1,2,4,1,1,1,1,1
745,Y60,RWP,Worcestershire Acute Hospitals NHS Trust,Diagnostic Ultrasonography,1,1,1,2,5,8,9,11,10,2,2,3,4
746,Y60,RWP,Worcestershire Acute Hospitals NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Y60,RWP,Worcestershire Acute Hospitals NHS Trust,Magnetic Resonance Imaging,9,3,4,8,11,15,18,22,26,27,23,19,14
748,Y60,RWP,Worcestershire Acute Hospitals NHS Trust,Nuclear Medicine Procedure,8,7,7,9,13,12,16,14,13,14,14,14,12
749,Y60,RWP,Worcestershire Acute Hospitals NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
750,Y60,RWP,Worcestershire Acute Hospitals NHS Trust,Single Photon Emission Computerized Tomography,.,78,*,10,15.5,27.5,22,54,.,.,.,.,27.5
751,Y60,RLQ,Wye Valley NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,1,0,1,1,0,0
752,Y60,RLQ,Wye Valley NHS Trust,Diagnostic Ultrasonography,14,8,14,21,23,16,15,13,14,15,14,14,14
753,Y60,RLQ,Wye Valley NHS Trust,Fluoroscopy,0,0,1,1,0,1,4,0,0,0,0,5,0
754,Y60,RLQ,Wye Valley NHS Trust,Magnetic Resonance Imaging,6,4,7,13,20,17,21,14,29,33,27,32,19
755,Y60,RLQ,Wye Valley NHS Trust,Nuclear Medicine Procedure,9,7,14,26.5,36.5,36,17,30,21,37,22,29,24
756,Y60,RLQ,Wye Valley NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Y60,RLQ,Wye Valley NHS Trust,Single Photon Emission Computerized Tomography,.,.,.,.,.,.,14,1,*,*,.,.,5
758,Y61,NT9,Alliance Medical,Magnetic Resonance Imaging,13,4,12,21,5,4,4,5,21,6,3,17.5,9
759,Y61,NT9,Alliance Medical,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
760,Y61,NT9,Alliance Medical,Positron Emission Tomography,6,6,5,5,6,7,7,5,7,5,4,7,6
761,Y61,RC9,Bedfordshire Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,2,2,1,2,1,2,1,1,1,2,1
762,Y61,RC9,Bedfordshire Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,14,14,25,18,16,23,22,25,21,28,22,22,21
763,Y61,RC9,Bedfordshire Hospitals NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
764,Y61,RC9,Bedfordshire Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,5,8,14,9,10,9,10,13,12,14,12,14,11
765,Y61,RC9,Bedfordshire Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,7,15,31,18,21,24,20,12,14,13,15,14,16
766,Y61,RC9,Bedfordshire Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
767,Y61,RC9,Bedfordshire Hospitals NHS Foundation Trust,Single Photon Emission Computerized Tomography,2,7,8.5,5,6,12,5,8.5,9,8,7,10,7
768,Y61,NT4,BMI Healthcare,Computerized Axial Tomography,.,.,.,.,*,.,.,.,*,.,.,.,3
769,Y61,NT4,BMI Healthcare,Diagnostic Ultrasonography,.,0,2,2,1,1,1,1,1,3,7,11.5,1
770,Y61,NT4,BMI Healthcare,Fluoroscopy,0,0,0,0,*,.,.,.,.,.,.,.,0
771,Y61,NT4,BMI Healthcare,Magnetic Resonance Imaging,1.5,*,4.5,4,10,5.5,14,21,27,36,26,26,14
772,Y61,NT4,BMI Healthcare,Plain Radiography,0,1,0,0,0,0,0,0,0,0,0,0,0
773,Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,0,1,1,1,1,1,1,1,1,1,1
774,Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,1,1,1,2,5,5,5,7,7,2,4,5,3
775,Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,6,5,7,14,27,43,30,28,22,28,20,16,20
777,Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,9,8,14,32,31,33.5,19.5,19,22,21,12,24,21
778,Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Positron Emission Tomography,8,6,6,5,7,12,7,8,8,8,10,18,9
780,Y61,RGT,Cambridge University Hospitals NHS Foundation Trust,Single Photon Emission Computerized Tomography,9.5,0,1,7,4,0,1,0,0,0,0.5,1,0
781,Y61,RWH,East and North Hertfordshire NHS Trust,Computerized Axial Tomography,0,0,0,0,0,1,0,0,0,0,0,0,0
782,Y61,RWH,East and North Hertfordshire NHS Trust,Diagnostic Ultrasonography,9,6,13,20,28,28,26,26,24,26,21,26.5,22
783,Y61,RWH,East and North Hertfordshire NHS Trust,Fluoroscopy,4,2,7,7,7,13,8,6,7,7,7,8.5,7
784,Y61,RWH,East and North Hertfordshire NHS Trust,Magnetic Resonance Imaging,7,6,8,9,9,13,11,11,10,16,15,11,10
785,Y61,RWH,East and North Hertfordshire NHS Trust,Nuclear Medicine Procedure,13,10,24,19.5,10,14,15,19,10.5,9,16,18.5,15
786,Y61,RWH,East and North Hertfordshire NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Y61,RWH,East and North Hertfordshire NHS Trust,Single Photon Emission Computerized Tomography,.,.,.,98.5,*,15,*,22,22,32,.,.,28
788,Y61,RDE,East Suffolk and North Essex NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,1,1,1,0,1,1,1,1
789,Y61,RDE,East Suffolk and North Essex NHS Foundation Trust,Diagnostic Ultrasonography,12,12,14,14,14,14,14,14,17,18,15,14,14
790,Y61,RDE,East Suffolk and North Essex NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,1,0,0,0
791,Y61,RDE,East Suffolk and North Essex NHS Foundation Trust,Magnetic Resonance Imaging,7,18,13,15,18,15,22,26,32,35,34,31,24
792,Y61,RDE,East Suffolk and North Essex NHS Foundation Trust,Nuclear Medicine Procedure,6.5,8,12,25,22.5,27,18,17.5,21,29,17,19,19
793,Y61,RDE,East Suffolk and North Essex NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Y61,RDE,East Suffolk and North Essex NHS Foundation Trust,Positron Emission Tomography,5,4,4,5,4,7,6,3,5.5,3,4,6,5
795,Y61,RDE,East Suffolk and North Essex NHS Foundation Trust,Single Photon Emission Computerized Tomography,7.5,13.5,18,17.5,13.5,24.5,27,19,34,34,20.5,14.5,18
796,Y61,NV1,InHealth Limited,Diagnostic Ultrasonography,25.5,15,20,17,17,11,16,18,21,16.5,10,13,16
797,Y61,NV1,InHealth Limited,Magnetic Resonance Imaging,2,6,7,7,8,7,7,6,8,11,6,6,7
798,Y61,NV1,InHealth Limited,Plain Radiography,.,.,.,.,*,*,.,.,.,.,.,.,17.5
799,Y61,RGP,James Paget University Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Y61,RGP,James Paget University Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,13,10,19,17,17,14,13,12,13,14,14,12,14
801,Y61,RGP,James Paget University Hospitals NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0.5,0,0,0,3,0
802,Y61,RGP,James Paget University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,16.5,16,20,21,27,27,29,29,24,37,26,26,26
803,Y61,RGP,James Paget University Hospitals NHS Foundation Trust,Medical Photography,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Y61,RGP,James Paget University Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Y61,RAJ,Mid and South Essex NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,1,1,1,1,1,1,1,1,1
806,Y61,RAJ,Mid and South Essex NHS Foundation Trust,Diagnostic Ultrasonography,16,10,10,11,13,13,13,10,13,12,12,11,12
807,Y61,RAJ,Mid and South Essex NHS Foundation Trust,Fluoroscopy,1,1,3,2,2,1,1,1,2,1,1,2,1
808,Y61,RAJ,Mid and South Essex NHS Foundation Trust,Magnetic Resonance Imaging,8,4,13,13,10,11,13,15,19,23,17,16,14
809,Y61,RAJ,Mid and South Essex NHS Foundation Trust,Medical Photography,0,0,0,0,0,0,0,.,.,.,.,.,0
810,Y61,RAJ,Mid and South Essex NHS Foundation Trust,Nuclear Medicine Procedure,6,7,12,10,13,13,14,14,15,14,13,13,13
811,Y61,RAJ,Mid and South Essex NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
812,Y61,RAJ,Mid and South Essex NHS Foundation Trust,Positron Emission Tomography,8,9,6.5,5,7,8,8,6,8,7,6,6,7
813,Y61,RAJ,Mid and South Essex NHS Foundation Trust,Single Photon Emission Computerized Tomography,13,39.5,36,27,18,21,26,31,21,60,31,27.5,27
814,Y61,RD8,Milton Keynes University Hospital NHS Foundation Trust,Computerized Axial Tomography,0,0,0,1,0,1,1,1,1,1,1,1,1
815,Y61,RD8,Milton Keynes University Hospital NHS Foundation Trust,Diagnostic Ultrasonography,13,11,13,17,21,27,21,24,30,28,21,24,20
816,Y61,RD8,Milton Keynes University Hospital NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0.5,0,0
817,Y61,RD8,Milton Keynes University Hospital NHS Foundation Trust,Magnetic Resonance Imaging,2,2,6,6,6,7,9,12,13,16,11,13,10
818,Y61,RD8,Milton Keynes University Hospital NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Y61,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Computerized Axial Tomography,1,1,1,1,1,1,3,4,2,2,1,1,1
820,Y61,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,5,3,3,3,6,8,8,11,8,7,8,10,6
821,Y61,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Fluoroscopy,1,1,2,1,2,1,1,1,1,1,1,2,1
822,Y61,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,4,3,5,9,13,47,21,26,22,28,12,13,14
823,Y61,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,13,9.5,14.5,21,17,29,23,23,19,20,18,15,18
